"yr","cst","cst_n","pty_n","pv1","pvs1"
2010,168,"kentucky 3","republican",112627,0.440069556236267
2010,168,"kentucky 3","independent",1334,0.00521236285567284
2010,168,"kentucky 3","democrat",139940,0.54679012298584
2010,168,"kentucky 3","libertarian",2029,0.00792794860899448
2010,169,"kentucky 4","republican",151813,0.694774091243744
2010,169,"kentucky 4","democrat",66694,0.305225908756256
2010,170,"kentucky 5","republican",151019,0.774245977401733
2010,170,"kentucky 5","democrat",44034,0.225754022598267
2010,171,"kentucky 6","write-in",22,9.20000020414591e-05
2010,171,"kentucky 6","republican",119164,0.498129367828369
2010,171,"kentucky 6","write-in",225,0.000940544996410608
2010,171,"kentucky 6","democrat",119812,0.500838100910187
2010,172,"louisiana 1","republican",157182,0.785219013690948
2010,172,"louisiana 1","other",4578,0.0228698756545782
2010,172,"louisiana 1","democrat",38416,0.191911116242409
2010,173,"louisiana 2","democrat",83705,0.645851969718933
2010,173,"louisiana 2","other",1876,0.014474862255156
2010,173,"louisiana 2","republican",43378,0.334696471691132
2010,173,"louisiana 2","other",645,0.00497669819742441
2010,174,"louisiana 3","republican",108963,0.637669205665588
2010,174,"louisiana 3","democrat",61914,0.362330794334412
2010,175,"louisiana 4","no party",8962,0.0530943050980568
2010,175,"louisiana 4","republican",105223,0.6233811378479
2010,175,"louisiana 4","democrat",54609,0.323524534702301
2010,176,"louisiana 5","no party",33279,0.214271917939186
2010,176,"louisiana 5","republican",122033,0.785728096961975
2010,177,"louisiana 6","republican",138607,0.656332850456238
2010,177,"louisiana 6","democrat",72577,0.34366711974144
2010,178,"louisiana 7","republican",-992,1
2010,179,"maine 1","democrat",169114,0.568150579929352
2010,179,"maine 1","republican",128501,0.431708306074142
2010,179,"maine 1","write-in",42,0.000141102005727589
2010,180,"maine 2","republican",119669,0.44868415594101
2010,180,"maine 2","democrat",147042,0.55131584405899
2010,181,"maryland 1","write-in",242,0.000843757996335626
2010,181,"maryland 1","write-in",18,6.27999979769811e-05
2010,181,"maryland 1","republican",155118,0.540835082530975
2010,181,"maryland 1","write-in",158,0.000550883996766061
2010,181,"maryland 1","libertarian",10876,0.0379203110933304
2010,181,"maryland 1","democrat",120400,0.419787168502808
2010,182,"maryland 2","write-in",158,0.000756327994167805
2010,182,"maryland 2","libertarian",5090,0.024365259334445
2010,182,"maryland 2","republican",69523,0.332798808813095
2010,182,"maryland 2","democrat",134133,0.642079591751099
2010,183,"maryland 3","constitution",1634,0.00676803477108479
2010,183,"maryland 3","libertarian",5212,0.0215881261974573
2010,183,"maryland 3","write-in",188,0.000778697023633868
2010,183,"maryland 3","republican",86947,0.360134869813919
2010,183,"maryland 3","democrat",147448,0.610730290412903
2010,184,"maryland 4","democrat",160228,0.834433913230896
2010,184,"maryland 4","republican",31467,0.163873553276062
2010,184,"maryland 4","write-in",325,0.00169253197964281
2010,185,"maryland 5","democrat",155110,0.64258873462677
2010,185,"maryland 5","write-in",120,0.000497134984470904
2010,185,"maryland 5","republican",83575,0.346233993768692
2010,185,"maryland 5","libertarian",2578,0.0106801223009825
2010,186,"maryland 6","libertarian",6816,0.028143310919404
2010,186,"maryland 6","constitution",5907,0.0243900418281555
2010,186,"maryland 6","democrat",80455,0.332199245691299
2010,186,"maryland 6","republican",148820,0.614478766918182
2010,186,"maryland 6","write-in",191,0.000788639998063445
2010,187,"maryland 7","libertarian",3814,0.0187818855047226
2010,187,"maryland 7","write-in",55,0.000270844990154728
2010,187,"maryland 7","republican",46375,0.228371784090996
2010,187,"maryland 7","democrat",152669,0.751812219619751
2010,187,"maryland 7","write-in",20,9.85000006039627e-05
2010,187,"maryland 7","write-in",135,0.000664801977109164
2010,188,"maryland 8","republican",52421,0.250020265579224
2010,188,"maryland 8","libertarian",2713,0.0129395658150315
2010,188,"maryland 8","constitution",696,0.00331955007277429
2010,188,"maryland 8","write-in",224,0.00106836098711938
2010,188,"maryland 8","democrat",153613,0.732652246952057
2010,189,"massachusetts 1","all others",55,0.000257775012869388
2010,189,"massachusetts 1","republican",74418,0.348784238100052
2010,189,"massachusetts 1","democrat",128011,0.599965333938599
2010,189,"massachusetts 1","independent",10880,0.0509926714003086
2010,190,"massachusetts 2","democrat",122751,0.573270618915558
2010,190,"massachusetts 2","all others",164,0.000765911012422293
2010,190,"massachusetts 2","republican",91209,0.425963461399078
2010,191,"massachusetts 3","republican",85124,0.391641199588776
2010,191,"massachusetts 3","all others",132,0.000607309979386628
2010,191,"massachusetts 3","democrat",122708,0.564558863639832
2010,191,"massachusetts 3","independent",9388,0.0431926101446152
2010,192,"massachusetts 4","republican",101517,0.433598011732101
2010,192,"massachusetts 4","independent",3445,0.0147142363712192
2010,192,"massachusetts 4","all others",98,0.000418576004449278
2010,192,"massachusetts 4","democrat",126194,0.538998067378998
2010,192,"massachusetts 4","tax revolt independent",2873,0.012271118350327
2010,193,"massachusetts 5","liberty",4387,0.0195822864770889
2010,193,"massachusetts 5","democrat",122858,0.548402190208435
2010,193,"massachusetts 5","republican",94646,0.422472089529037
2010,193,"massachusetts 5","citizen legislator",1991,0.00888724159449339
2010,193,"massachusetts 5","all others",147,0.000656165007967502
2010,194,"massachusetts 6","all others",419,0.00166878395248204
2010,194,"massachusetts 6","democrat",142732,0.568469941616058
2010,194,"massachusetts 6","republican",107930,0.429861277341843
2010,195,"massachusetts 7","republican",73467,0.334919780492783
2010,195,"massachusetts 7","democrat",145696,0.664195835590363
2010,195,"massachusetts 7","all others",194,0.000884403008967638
2010,196,"massachusetts 8","democrat",134974,0.980488181114197
2010,196,"massachusetts 8","all others",2686,0.019511841237545
2010,197,"massachusetts 9","all others",356,0.00154806801583618
2010,197,"massachusetts 9","independent",12572,0.0546694286167622
2010,197,"massachusetts 9","democrat",157071,0.683024287223816
2010,197,"massachusetts 9","republican",59965,0.260758191347122
2010,198,"massachusetts 10","independent",10445,0.0368824526667595
2010,198,"massachusetts 10","republican",120029,0.423835694789886
2010,198,"massachusetts 10","all others",191,0.000674441980663687
2010,198,"massachusetts 10","democrat",132743,0.468730241060257
2010,198,"massachusetts 10","independent",16705,0.058987207710743
2010,198,"massachusetts 10","bring home troops",3084,0.010889945551753
2010,199,"michigan 1","libertarian",2571,0.0110801290720701
2010,199,"michigan 1","green",2072,0.00892961025238037
2010,199,"michigan 1","no party affiliation",7847,0.0338178835809231
2010,199,"michigan 1","u.s. taxpayers",4200,0.0181005615741014
2010,199,"michigan 1","republican",120523,0.519412875175476
2010,199,"michigan 1","democrat",94824,0.40865895152092
2010,200,"michigan 2","u.s. taxpayers",2379,0.0104306424036622
2010,200,"michigan 2","democrat",72118,0.316198855638504
2010,200,"michigan 2","republican",148864,0.652688980102539
2010,200,"michigan 2","green",2016,0.00883908104151487
2010,200,"michigan 2","libertarian",2701,0.0118424398824573
2010,201,"michigan 3","green",1575,0.00702927308157086
2010,201,"michigan 3","republican",133714,0.596769630908966
2010,201,"michigan 3","libertarian",2677,0.0119475331157446
2010,201,"michigan 3","democrat",83953,0.374684810638428
2010,201,"michigan 3","u.s. taxpayers",2144,0.00956873688846827
2010,202,"michigan 4","republican",148531,0.662038564682007
2010,202,"michigan 4","libertarian",3504,0.0156181752681732
2010,202,"michigan 4","democrat",68458,0.305133849382401
2010,202,"michigan 4","u.s. taxpayers",3861,0.0172094106674194
2010,203,"michigan 5","republican",89680,0.443383127450943
2010,203,"michigan 5","democrat",107286,0.530428230762482
2010,203,"michigan 5","green",2649,0.0130968103185296
2010,203,"michigan 5","libertarian",2648,0.013091865926981
2010,204,"michigan 6","green",1784,0.00897854007780552
2010,204,"michigan 6","u.s. taxpayers",3672,0.0184804927557707
2010,204,"michigan 6","democrat",66729,0.33583465218544
2010,204,"michigan 6","libertarian",3369,0.0169555507600307
2010,204,"michigan 6","republican",123142,0.619750797748566
2010,205,"michigan 7","libertarian",3239,0.0143528804183006
2010,205,"michigan 7","republican",113185,0.501553177833557
2010,205,"michigan 7","democrat",102402,0.453770786523819
2010,205,"michigan 7","green",3117,0.0138122653588653
2010,205,"michigan 7","write-in",21,9.31000031414442e-05
2010,205,"michigan 7","u.s. taxpayers",3705,0.0164178516715765
2010,206,"michigan 8","libertarian",3881,0.0158476736396551
2010,206,"michigan 8","democrat",84069,0.343287289142609
2010,206,"michigan 8","republican",156931,0.640811920166016
2010,206,"michigan 8","write-in",2,8.17000000097323e-06
2010,206,"michigan 8","write-in",11,4.48999999207444e-05
2010,207,"michigan 9","republican",119325,0.472293674945831
2010,207,"michigan 9","democrat",125730,0.49764496088028
2010,207,"michigan 9","no party affiliation",644,0.0025489809922874
2010,207,"michigan 9","no party affiliation",1866,0.00738571118563414
2010,207,"michigan 9","libertarian",2601,0.0102948741987348
2010,207,"michigan 9","green",2484,0.00983178336173296
2010,208,"michigan 10","democrat",58530,0.250203043222427
2010,208,"michigan 10","green",3286,0.0140469372272491
2010,208,"michigan 10","libertarian",3750,0.0160304363816977
2010,208,"michigan 10","republican",168364,0.719719588756561
2010,209,"michigan 11","libertarian",5353,0.0224645063281059
2010,209,"michigan 11","democrat",91710,0.384872019290924
2010,209,"michigan 11","republican",141224,0.592663466930389
2010,210,"michigan 12","libertarian",2342,0.0114738121628761
2010,210,"michigan 12","republican",71372,0.349662214517593
2010,210,"michigan 12","u.s. taxpayers",2285,0.0111945597454906
2010,210,"michigan 12","democrat",124671,0.610782027244568
2010,210,"michigan 12","green",3038,0.0148836206644773
2010,210,"michigan 12","natural law",409,0.00200375309213996
2010,211,"michigan 13","no party affiliation",881,0.00693285884335637
2010,211,"michigan 13","democrat",100885,0.79389500617981
2010,211,"michigan 13","write-in",1,7.87000044510933e-06
2010,211,"michigan 13","green",1032,0.00812112353742123
2010,211,"michigan 13","libertarian",815,0.00641348492354155
2010,211,"michigan 13","republican",23462,0.184629663825035
2010,212,"michigan 14","u.s. taxpayers",3206,0.0213054399937391
2010,212,"michigan 14","democrat",115511,0.76762717962265
2010,212,"michigan 14","libertarian",1859,0.0123539650812745
2010,212,"michigan 14","republican",29902,0.198713436722755
2010,213,"michigan 15","libertarian",1969,0.00945230387151241
2010,213,"michigan 15","democrat",118336,0.568079173564911
2010,213,"michigan 15","green",2686,0.0128943063318729
2010,213,"michigan 15","u.s. taxpayers",1821,0.00874182116240263
2010,213,"michigan 15","republican",83488,0.400789201259613
2010,213,"michigan 15","write-in",9,4.32000015280209e-05
2010,214,"minnesota 1","independence",13242,0.0533940866589546
2010,214,"minnesota 1","party free",3054,0.0123142683878541
2010,214,"minnesota 1","republican",109242,0.440483063459396
2010,214,"minnesota 1","write-in",102,0.000411282002460212
2010,214,"minnesota 1","democrat",122365,0.493397325277328
2010,215,"minnesota 2","republican",181341,0.63305675983429
2010,215,"minnesota 2","write-in",303,0.00105776498094201
2010,215,"minnesota 2","democrat-farmer-labor",104809,0.365885496139526
2010,216,"minnesota 3","democrat-farmer-labor",100240,0.365716606378555
2010,216,"minnesota 3","independence",12508,0.0456343144178391
2010,216,"minnesota 3","write-in",167,0.000609283975791186
2010,216,"minnesota 3","republican",161177,0.588039755821228
2010,217,"minnesota 4","write-in",283,0.00122285296674818
2010,217,"minnesota 4","democrat",136746,0.590884327888489
2010,217,"minnesota 4","write-in",10,4.32000015280209e-05
2010,217,"minnesota 4","write-in",39,0.000168519996805117
2010,217,"minnesota 4","republican",80141,0.346292108297348
2010,217,"minnesota 4","independence",14207,0.0613889545202255
2010,218,"minnesota 5","write-in",229,0.00100110995117575
2010,218,"minnesota 5","independence",7446,0.0325513891875744
2010,218,"minnesota 5","independent progressive",2468,0.0107892602682114
2010,218,"minnesota 5","independent",8548,0.0373689606785774
2010,218,"minnesota 5","republican",55222,0.241411864757538
2010,218,"minnesota 5","democrat",154833,0.676877439022064
2010,219,"minnesota 6","independence",17698,0.0582763403654099
2010,219,"minnesota 6","democrat-farmer-labor",120846,0.397924214601517
2010,219,"minnesota 6","write-in",3,9.88000010693213e-06
2010,219,"minnesota 6","write-in",178,0.000586121983360499
2010,219,"minnesota 6","republican",159476,0.525125861167908
2010,219,"minnesota 6","independent",5490,0.0180775858461857
2010,220,"minnesota 7","independent",9317,0.0386441983282566
2010,220,"minnesota 7","write-in",193,0.000800508016254753
2010,220,"minnesota 7","independence",7839,0.0325138829648495
2010,220,"minnesota 7","republican",90652,0.375998049974442
2010,220,"minnesota 7","democrat",133096,0.552043378353119
2010,221,"minnesota 8","write-in",132,0.000476395012810826
2010,221,"minnesota 8","constitution",2492,0.00899375975131989
2010,221,"minnesota 8","independence",11876,0.0428611114621162
2010,221,"minnesota 8","republican",133490,0.481772482395172
2010,221,"minnesota 8","democrat",129091,0.465896248817444
2010,222,"mississippi 1","libertarian",447,0.00204022903926671
2010,222,"mississippi 1","independent",478,0.00218172208406031
2010,222,"mississippi 1","independent",1882,0.00858995970338583
2010,222,"mississippi 1","independent",2180,0.00995011255145073
2010,222,"mississippi 1","republican",121074,0.552614629268646
2010,222,"mississippi 1","reform",389,0.00177550199441612
2010,222,"mississippi 1","independent",2020,0.00921982899308205
2010,222,"mississippi 1","constitution",1235,0.00563687598332763
2010,222,"mississippi 1","democrat",89388,0.407991141080856
2010,223,"mississippi 2","democrat",105327,0.61466771364212
2010,223,"mississippi 2","republican",64499,0.376403510570526
2010,223,"mississippi 2","reform",1530,0.00892878044396639
2010,224,"mississippi 3","republican",132393,0.679928719997406
2010,224,"mississippi 3","democrat",60737,0.31192609667778
2010,224,"mississippi 3","reform",1586,0.00814519636332989
2010,225,"mississippi 4","republican",105613,0.519278824329376
2010,225,"mississippi 4","reform",787,0.00386952795088291
2010,225,"mississippi 4","libertarian",1741,0.00856016203761101
2010,225,"mississippi 4","democrat",95243,0.468291521072388
2010,226,"missouri 1","libertarian",5223,0.0282661989331245
2010,226,"missouri 1","republican",43649,0.236222729086876
2010,226,"missouri 1","democrat",135907,0.735511064529419
2010,227,"missouri 2","libertarian",7677,0.0289008840918541
2010,227,"missouri 2","republican",180481,0.679439961910248
2010,227,"missouri 2","democrat",77467,0.291632771492004
2010,227,"missouri 2","write-in",7,2.63999991148012e-05
2010,228,"missouri 3","democrat",99398,0.489440381526947
2010,228,"missouri 3","constitution",3155,0.0155353667214513
2010,228,"missouri 3","republican",94757,0.466587871313095
2010,228,"missouri 3","libertarian",5772,0.0284215975552797
2010,228,"missouri 3","write-in",3,1.47999999171589e-05
2010,229,"missouri 4","republican",113489,0.504270076751709
2010,229,"missouri 4","constitution",3912,0.0173823405057192
2010,229,"missouri 4","libertarian",6123,0.0272065624594688
2010,229,"missouri 4","democrat",101532,0.451141059398651
2010,230,"missouri 5","constitution",1692,0.00883906334638596
2010,230,"missouri 5","republican",84578,0.44183823466301
2010,230,"missouri 5","democrat",102076,0.533248364925385
2010,230,"missouri 5","libertarian",3077,0.0160743482410908
2010,231,"missouri 6","democrat",67762,0.305355280637741
2010,231,"missouri 6","republican",154103,0.69443291425705
2010,231,"missouri 6","write-in",47,0.000211795995710418
2010,232,"missouri 7","libertarian",13866,0.0623384341597557
2010,232,"missouri 7","republican",141010,0.633949398994446
2010,232,"missouri 7","democrat",67545,0.303667217493057
2010,232,"missouri 7","write-in",10,4.50000006821938e-05
2010,233,"missouri 8","republican",128499,0.655610501766205
2010,233,"missouri 8","independent",7193,0.0366991683840752
2010,233,"missouri 8","democrat",56377,0.287639230489731
2010,233,"missouri 8","libertarian",3930,0.0200511235743761
2010,234,"missouri 9","republican",162724,0.773557484149933
2010,234,"missouri 9","libertarian",46817,0.222558692097664
2010,234,"missouri 9","write-in",69,0.000328012014506385
2010,234,"missouri 9","write-in",748,0.00355584290809929
2010,235,"montana","democrat",121954,0.338440537452698
2010,235,"montana","libertarian",20691,0.0574206113815308
2010,235,"montana","republican",217696,0.604138851165771
2010,236,"nebraska 1","democrat",47106,0.28727200627327
2010,236,"nebraska 1","republican",116871,0.712728023529053
2010,237,"nebraska 2","democrat",60486,0.391936540603638
2010,237,"nebraska 2","republican",93840,0.608063459396362
2010,238,"nebraska 3","by petition",20036,0.119801722466946
2010,238,"nebraska 3","republican",117275,0.701225161552429
2010,238,"nebraska 3","democrat",29932,0.178973108530045
2010,239,"nevada 1","democrat",103246,0.617477834224701
2010,239,"nevada 1","republican",58995,0.352828234434128
2010,239,"nevada 1","independent american",2847,0.0170269012451172
2010,239,"nevada 1","libertarian",2118,0.0126670096069574
2010,240,"nevada 2","independent american",10829,0.0404507890343666
2010,240,"nevada 2","republican",169458,0.632995665073395
2010,240,"nevada 2","democrat",87421,0.326553553342819
2010,241,"nevada 3","republican",128916,0.481256127357483
2010,241,"nevada 3","independent american",1291,0.00481942994520068
2010,241,"nevada 3","democrat",127168,0.474730670452118
2010,241,"nevada 3","libertarian",4026,0.0150294536724687
2010,241,"nevada 3","independent",6473,0.0241643451154232
2010,242,"new hampshire 1","democrat",95503,0.424223989248276
2010,242,"new hampshire 1","libertarian",7966,0.0353849418461323
2010,242,"new hampshire 1","republican",121655,0.540391087532043
2010,243,"new hampshire 2","democrat",105060,0.467633754014969
2010,243,"new hampshire 2","libertarian",4796,0.0213475283235312
2010,243,"new hampshire 2","independent",6197,0.0275835357606411
2010,243,"new hampshire 2","republican",108610,0.483435183763504
2010,244,"new jersey 1","time for change",1257,0.00747027015313506
2010,244,"new jersey 1","democrat",106334,0.631936132907867
2010,244,"new jersey 1","republican",58562,0.348030209541321
2010,244,"new jersey 1","defend american constitution",521,0.00309626990929246
2010,244,"new jersey 1","green",1593,0.00946709699928761
2010,245,"new jersey 2","constitution",4120,0.0246529448777437
2010,245,"new jersey 2","marklovett.us",1123,0.00671972194686532
2010,245,"new jersey 2","american labor",727,0.00435016816481948
2010,245,"new jersey 2","democrat",51690,0.309298694133759
2010,245,"new jersey 2","republican",109460,0.654978454113007
2010,246,"new jersey 3","new jersey tea party",3284,0.0149063356220722
2010,246,"new jersey 3","democrat",104252,0.473208099603653
2010,246,"new jersey 3","libertarian",1445,0.00655896915122867
2010,246,"new jersey 3","your country again",1113,0.00505199516192079
2010,246,"new jersey 3","republican",110215,0.50027459859848
2010,247,"new jersey 4","democrat",52118,0.278798311948776
2010,247,"new jersey 4","green",1574,0.00841990392655134
2010,247,"new jersey 4","american renaissance movement",582,0.00311333197169006
2010,247,"new jersey 4","republican",129752,0.694091081619263
2010,247,"new jersey 4","libertarian",2912,0.015577357262373
2010,248,"new jersey 5","for americans",1646,0.00861811731010675
2010,248,"new jersey 5","be determined",336,0.00175922701600939
2010,248,"new jersey 5","republican",124030,0.649395525455475
2010,248,"new jersey 5","green",2347,0.0122884083539248
2010,248,"new jersey 5","democrat",62634,0.327938705682755
2010,249,"new jersey 6","independent",1299,0.00867955759167671
2010,249,"new jersey 6","green tea patriots",1017,0.00679531181231141
2010,249,"new jersey 6","democrat",81933,0.547453582286835
2010,249,"new jersey 6","republican",65413,0.437071532011032
2010,250,"new jersey 7","democrat",71902,0.406258136034012
2010,250,"new jersey 7","republican",105084,0.593741893768311
2010,251,"new jersey 8","democrat",88478,0.626579225063324
2010,251,"new jersey 8","independent",1707,0.0120885502547026
2010,251,"new jersey 8","republican",51023,0.361332207918167
2010,252,"new jersey 9","republican",52082,0.378431409597397
2010,252,"new jersey 9","democrat",83564,0.607181787490845
2010,252,"new jersey 9","green",1980,0.0143868159502745
2010,253,"new jersey 10","action no talk",1141,0.0101987002417445
2010,253,"new jersey 10","agent of change",1080,0.00965345930308104
2010,253,"new jersey 10","republican",14357,0.128328427672386
2010,253,"new jersey 10","democrat",95299,0.851819396018982
2010,254,"new jersey 11","libertarian",4179,0.0229867994785309
2010,254,"new jersey 11","democrat",55472,0.305126518011093
2010,254,"new jersey 11","republican",122149,0.671886682510376
2010,255,"new jersey 12","republican",93634,0.458985686302185
2010,255,"new jersey 12","democrat",108214,0.530455589294434
2010,255,"new jersey 12","truth vision hope",2154,0.0105587197467685
2010,256,"new jersey 13","democrat",62840,0.741072714328766
2010,256,"new jersey 13","independent american",1508,0.0177838578820229
2010,256,"new jersey 13","republican",19538,0.230411812663078
2010,256,"new jersey 13","gravity buoyancy solution",910,0.0107316384091973
2010,257,"new mexico 1","democrat",112010,0.51802521944046
2010,257,"new mexico 1","republican",104215,0.48197478055954
2010,258,"new mexico 2","republican",94053,0.554031848907471
2010,258,"new mexico 2","democrat",75708,0.445968151092529
2010,259,"new mexico 3","republican",90617,0.430147379636765
2010,259,"new mexico 3","democrat",120048,0.569852590560913
2010,260,"new york 1","conservative",19423,0.096150130033493
2010,260,"new york 1","blank/scattering",5968,0.0295435301959515
2010,260,"new york 1","republican",78300,0.38761031627655
2010,260,"new york 1","democrat",98316,0.486696004867554
2010,261,"new york 2","blank/scattering",6611,0.0378875583410263
2010,261,"new york 2","conservative",13504,0.0773912519216537
2010,261,"new york 2","democrat",94594,0.54211699962616
2010,261,"new york 2","republican",58525,0.33540603518486
2010,261,"new york 2","constitution",1256,0.0071981200017035
2010,262,"new york 3","blank/scattering",2748,0.0147926453500986
2010,262,"new york 3","democrat",51346,0.276398509740829
2010,262,"new york 3","republican",131674,0.708808839321136
2010,263,"new york 4","blank/scattering",52,0.0002950300113298
2010,263,"new york 4","conservative",9455,0.0536444783210754
2010,263,"new york 4","independence",2940,0.0166805665940046
2010,263,"new york 4","republican",69323,0.39331528544426
2010,263,"new york 4","democrat",94483,0.536064624786377
2010,264,"new york 5","democrat",72239,0.597381889820099
2010,264,"new york 5","conservative",4632,0.0383044183254242
2010,264,"new york 5","blank/scattering",6396,0.0528918504714966
2010,264,"new york 5","tax revolt",798,0.00659907702356577
2010,264,"new york 5","republican",36861,0.304822772741318
2010,265,"new york 6","democrat",85096,0.762693464756012
2010,265,"new york 6","blank/scattering",14651,0.131313130259514
2010,265,"new york 6","conservative",1769,0.0158550906926394
2010,265,"new york 6","republican",10057,0.0901382938027382
2010,266,"new york 7","green",1038,0.010594972409308
2010,266,"new york 7","republican",13751,0.140357866883278
2010,266,"new york 7","democrat",71247,0.727225422859192
2010,266,"new york 7","blank/scattering",9541,0.0973859578371048
2010,266,"new york 7","conservative",2394,0.0244358014315367
2010,267,"new york 8","blank/scattering",12291,0.0858753845095634
2010,267,"new york 8","conservative",2482,0.0173413641750813
2010,267,"new york 8","democrat",98839,0.690573334693909
2010,267,"new york 8","republican",29514,0.206209912896156
2010,268,"new york 9","democrat",67011,0.569758415222168
2010,268,"new york 9","blank/scattering",7473,0.0635388940572739
2010,268,"new york 9","republican",37750,0.32096791267395
2010,268,"new york 9","conservative",5379,0.045734740793705
2010,269,"new york 10","republican",7419,0.0618910156190395
2010,269,"new york 10","democrat",95485,0.796558022499084
2010,269,"new york 10","conservative",1853,0.0154581554234028
2010,269,"new york 10","blank/scattering",15115,0.126092836260796
2010,270,"new york 11","conservative",1739,0.0139215784147382
2010,270,"new york 11","republican",9119,0.0730022266507149
2010,270,"new york 11","blank/scattering",9759,0.0781257525086403
2010,270,"new york 11","democrat",104297,0.83495044708252
2010,271,"new york 12","blank/scattering",13647,0.157308682799339
2010,271,"new york 12","conservative",4482,0.0516639202833176
2010,271,"new york 12","democrat",68624,0.791027426719666
2010,272,"new york 13","conservative",9203,0.0700241923332214
2010,272,"new york 13","libertarian",929,0.00706861680373549
2010,272,"new york 13","republican",55821,0.424733310937881
2010,272,"new york 13","blank/scattering",4700,0.0357615686953068
2010,272,"new york 13","democrat",60773,0.462412297725677
2010,273,"new york 14","conservative",1891,0.0125663708895445
2010,273,"new york 14","republican",32065,0.213083386421204
2010,273,"new york 14","democrat",107327,0.71322625875473
2010,273,"new york 14","blank/scattering",7581,0.0503784529864788
2010,273,"new york 14","independence",1617,0.0107455430552363
2010,274,"new york 15","democrat",91225,0.718047022819519
2010,274,"new york 15","socialist workers",2647,0.0208349730819464
2010,274,"new york 15","republican",10678,0.084048293530941
2010,274,"new york 15","independence, vote people change",7803,0.0614186972379684
2010,274,"new york 15","blank/scattering",13617,0.107181653380394
2010,274,"new york 15","conservative",1076,0.00846937298774719
2010,275,"new york 16","blank/scattering",6949,0.0973944962024689
2010,275,"new york 16","democrat",61642,0.863950431346893
2010,275,"new york 16","republican",2257,0.0316332392394543
2010,275,"new york 16","conservative",501,0.00702182203531265
2010,276,"new york 17","conservative",5661,0.0406897328794003
2010,276,"new york 17","blank/scattering",8327,0.0598522201180458
2010,276,"new york 17","democrat",95346,0.68532121181488
2010,276,"new york 17","republican",29792,0.214136824011803
2010,277,"new york 18","conservative",9900,0.0528383255004883
2010,277,"new york 18","republican",60513,0.322970271110535
2010,277,"new york 18","democrat",115619,0.617082238197327
2010,277,"new york 18","blank/scattering",1332,0.00710915680974722
2010,278,"new york 19","democrat",98766,0.457805305719376
2010,278,"new york 19","republican",88734,0.411304444074631
2010,278,"new york 19","blank/scattering",7016,0.0325209274888039
2010,278,"new york 19","conservative",15778,0.0731350034475327
2010,278,"new york 19","independence",5444,0.0252343118190765
2010,279,"new york 20","democrat",107075,0.437455058097839
2010,279,"new york 20","conservative",19365,0.0791157335042953
2010,279,"new york 20","blank/scattering",7515,0.0307025425136089
2010,279,"new york 20","republican",110813,0.452726662158966
2010,280,"new york 21","republican",70211,0.319977223873138
2010,280,"new york 21","conservative",15541,0.0708260238170624
2010,280,"new york 21","blank/scattering",8784,0.0400319024920464
2010,280,"new york 21","democrat",124889,0.569164872169495
2010,281,"new york 22","blank/scattering",6010,0.0310822408646345
2010,281,"new york 22","conservative",13129,0.0678999572992325
2010,281,"new york 22","democrat",98661,0.510250389575958
2010,281,"new york 22","republican",75558,0.390767395496368
2010,282,"new york 23","democrat",82232,0.450561612844467
2010,282,"new york 23","republican",73646,0.403517603874207
2010,282,"new york 23","conservative",10507,0.0575694479048252
2010,282,"new york 23","independence",6591,0.0361130908131599
2010,282,"new york 23","blank/scattering",9534,0.0522382333874702
2010,283,"new york 24","blank/scattering",7045,0.0354995876550674
2010,283,"new york 24","conservative",10313,0.0519669651985168
2010,283,"new york 24","democrat",89809,0.452545434236526
2010,283,"new york 24","republican",85702,0.431850373744965
2010,283,"new york 24","independence",5584,0.0281376447528601
2010,284,"new york 25","independence",6392,0.0296457074582577
2010,284,"new york 25","republican",81380,0.377435505390167
2010,284,"new york 25","blank/scattering",7057,0.0327299386262894
2010,284,"new york 25","democrat",103954,0.482132345438004
2010,284,"new york 25","conservative",16830,0.0780565217137337
2010,285,"new york 26","republican",151449,0.682931780815125
2010,285,"new york 26","democrat",54307,0.244887560606003
2010,285,"new york 26","blank/scattering",16007,0.0721806585788727
2010,286,"new york 27","taxpayers",13305,0.0646196901798248
2010,286,"new york 27","republican",63015,0.306051075458527
2010,286,"new york 27","democrat",119085,0.578371703624725
2010,286,"new york 27","blank/scattering",10492,0.0509575195610523
2010,287,"new york 28","democrat",102514,0.61000269651413
2010,287,"new york 28","conservative",9762,0.0580881275236607
2010,287,"new york 28","republican",45630,0.271518260240555
2010,287,"new york 28","blank/scattering",10149,0.060390941798687
2010,288,"new york 29","democratic, working families",86099,0.409712344408035
2010,288,"new york 29","conservative",13505,0.0642651468515396
2010,288,"new york 29","blank/scattering",11732,0.055828120559454
2010,288,"new york 29","republican",93167,0.443346261978149
2010,288,"new york 29","independence",5642,0.026848129928112
2010,289,"north carolina 1","republican",70867,0.406905114650726
2010,289,"north carolina 1","democrat",103294,0.593094885349274
2010,290,"north carolina 2","libertarian",3505,0.0184693373739719
2010,290,"north carolina 2","republican",93876,0.49467259645462
2010,290,"north carolina 2","democrat",92393,0.486858040094376
2010,291,"north carolina 3","democrat",51317,0.257481038570404
2010,291,"north carolina 3","republican",143225,0.718625843524933
2010,291,"north carolina 3","libertarian",4762,0.0238931477069855
2010,292,"north carolina 4","democrat",155384,0.571617782115936
2010,292,"north carolina 4","republican",116448,0.428382247686386
2010,293,"north carolina 5","democrat",72762,0.34114596247673
